"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","name_localizedValue0","usertype","birth year","gender"
192,"2018-03-04 13:13:56","2018-03-04 13:17:08",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3185,"City Hall",40.7177325,-74.043845,29208,"Annual Membership","Subscriber",1991,1
232,"2018-03-04 13:17:27","2018-03-04 13:21:20",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,31728,"Annual Membership","Subscriber",1981,0
1017,"2018-03-04 13:18:07","2018-03-04 13:35:05",3183,"Exchange Place",40.7162469,-74.0334588,3196,"Riverview Park",40.7443187,-74.0439909,26215,"Annual Membership","Subscriber",1977,1
149,"2018-03-04 13:19:33","2018-03-04 13:22:02",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29624,"Annual Membership","Subscriber",1994,1
210,"2018-03-04 13:22:54","2018-03-04 13:26:25",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31722,"Annual Membership","Subscriber",1981,1
215,"2018-03-04 13:24:30","2018-03-04 13:28:05",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3187,"Warren St",40.7211236,-74.03805095,29676,"Annual Membership from Citi Bike App","Subscriber",1977,1
659,"2018-03-04 13:26:00","2018-03-04 13:36:59",3202,"Newport PATH",40.7272235,-74.0337589,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,26174,"Annual Membership from Citi Bike App","Subscriber",1992,1
1179,"2018-03-04 13:27:02","2018-03-04 13:46:42",3202,"Newport PATH",40.7272235,-74.0337589,3199,"Newport Pkwy",40.7287448,-74.0321082,29641,"Annual Membership","Subscriber",1981,1
534,"2018-03-04 13:28:02","2018-03-04 13:36:57",3212,"Christ Hospital",40.734785818,-74.050443636,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,31763,"Join Citi Bike for $14.95/month","Subscriber",1982,1
119,"2018-03-04 13:34:28","2018-03-04 13:36:27",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3481,"York St",40.71649,-74.04105,31728,"Annual Membership","Subscriber",1962,1
2321,"2018-03-04 13:39:05","2018-03-04 14:17:47",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3194,"McGinley Square",40.7253399253558,-74.06762212514877,26431,"Join Citi Bike for $14.95/month","Subscriber",1982,1
93,"2018-03-04 13:40:11","2018-03-04 13:41:45",3185,"City Hall",40.7177325,-74.043845,3213,"Van Vorst Park",40.71848892,-74.047726625,31747,"Annual Membership","Subscriber",1981,1
342,"2018-03-04 13:42:30","2018-03-04 13:48:13",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,31907,"Annual Membership","Subscriber",1988,1
937,"2018-03-04 13:47:23","2018-03-04 14:03:00",3191,"Union St",40.7182113,-74.0836394,3209,"Brunswick St",40.7241765,-74.0506564,29270,"Annual Membership","Subscriber",1990,1
231,"2018-03-04 13:49:03","2018-03-04 13:52:55",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3185,"City Hall",40.7177325,-74.043845,29237,"Join Citi Bike for $14.95/month","Subscriber",1989,1
396,"2018-03-04 13:49:13","2018-03-04 13:55:50",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31735,"Annual Membership","Subscriber",1984,1
278,"2018-03-04 13:51:26","2018-03-04 13:56:04",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3203,"Hamilton Park",40.727595966,-74.044247311,31825,"Annual Membership","Subscriber",1975,2
486,"2018-03-04 13:52:30","2018-03-04 14:00:37",3640,"Journal Square",40.73367,-74.0625,3194,"McGinley Square",40.7253399253558,-74.06762212514877,31813,"Annual Membership","Subscriber",1981,1
1912,"2018-03-04 13:52:39","2018-03-04 14:24:32",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,31779,"Annual Membership","Subscriber",1990,1
343,"2018-03-04 13:52:54","2018-03-04 13:58:37",3213,"Van Vorst Park",40.71848892,-74.047726625,3214,"Essex Light Rail",40.7127742,-74.0364857,31686,"$25 Off Annual Membership","Subscriber",NULL,0
539,"2018-03-04 13:53:33","2018-03-04 14:02:32",3212,"Christ Hospital",40.734785818,-74.050443636,3203,"Hamilton Park",40.727595966,-74.044247311,29672,"Join Citi Bike for $14.95/month","Subscriber",1991,1
198,"2018-03-04 13:54:14","2018-03-04 13:57:33",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3203,"Hamilton Park",40.727595966,-74.044247311,29284,"Annual Membership from Citi Bike App","Subscriber",1980,2
165,"2018-03-04 13:57:17","2018-03-04 14:00:02",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3183,"Exchange Place",40.7162469,-74.0334588,31843,"Annual Membership","Subscriber",1981,0
448,"2018-03-04 13:57:22","2018-03-04 14:04:50",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3183,"Exchange Place",40.7162469,-74.0334588,31811,"Annual Membership from Citi Bike App","Subscriber",1988,1
380,"2018-03-04 13:57:44","2018-03-04 14:04:04",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31763,"Annual Membership from Citi Bike App","Subscriber",1988,1
168,"2018-03-04 13:58:45","2018-03-04 14:01:33",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3213,"Van Vorst Park",40.71848892,-74.047726625,29635,"Annual Membership","Subscriber",1992,2
166,"2018-03-04 14:02:38","2018-03-04 14:05:25",3213,"Van Vorst Park",40.71848892,-74.047726625,3211,"Newark Ave",40.72152515,-74.046304543,29635,"$25 Off Annual Membership","Subscriber",1988,1
2428,"2018-03-04 14:04:37","2018-03-04 14:45:05",3203,"Hamilton Park",40.727595966,-74.044247311,3203,"Hamilton Park",40.727595966,-74.044247311,31732,"Annual Membership","Subscriber",1971,2
738,"2018-03-04 14:05:07","2018-03-04 14:17:25",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3210,"Pershing Field",40.742677141,-74.051788633,31763,"CDCU","Subscriber",1986,1
171,"2018-03-04 14:07:17","2018-03-04 14:10:08",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31683,"Annual Membership","Subscriber",1975,1
384,"2018-03-04 14:09:08","2018-03-04 14:15:32",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,31929,"Annual Membership","Subscriber",1988,1
275,"2018-03-04 14:15:15","2018-03-04 14:19:50",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26297,"Annual Membership from Citi Bike App","Subscriber",1990,2
668,"2018-03-04 14:15:17","2018-03-04 14:26:26",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,31867,"Annual Membership","Subscriber",1992,1
514,"2018-03-04 14:17:35","2018-03-04 14:26:10",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3638,"Washington St",40.7242941,-74.0354826,26199,"Annual Membership","Subscriber",1986,1
120,"2018-03-04 14:20:18","2018-03-04 14:22:19",3203,"Hamilton Park",40.727595966,-74.044247311,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,31865,"Annual Membership","Subscriber",NULL,0
1481,"2018-03-04 14:20:23","2018-03-04 14:45:04",3206,"Hilltop",40.7311689,-74.0575736,3206,"Hilltop",40.7311689,-74.0575736,31690,"24 Hour","Customer",NULL,0
1938,"2018-03-04 14:20:46","2018-03-04 14:53:05",3183,"Exchange Place",40.7162469,-74.0334588,3202,"Newport PATH",40.7272235,-74.0337589,31709,"Annual Membership - Save 15%","Subscriber",1972,1
1213,"2018-03-04 14:21:07","2018-03-04 14:41:21",3207,"Oakland Ave",40.7376037,-74.0524783,3203,"Hamilton Park",40.727595966,-74.044247311,29608,"FREE Bonus Month with Annual Membership","Subscriber",1989,2
267,"2018-03-04 14:23:00","2018-03-04 14:27:27",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31766,"Annual Membership","Subscriber",1986,1
155,"2018-03-04 14:25:21","2018-03-04 14:27:56",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3203,"Hamilton Park",40.727595966,-74.044247311,31865,"Annual Membership","Subscriber",NULL,0
475,"2018-03-04 14:28:04","2018-03-04 14:36:00",3214,"Essex Light Rail",40.7127742,-74.0364857,3202,"Newport PATH",40.7272235,-74.0337589,31686,"Join Citi Bike for $14.95/month","Subscriber",1965,1
968,"2018-03-04 14:28:16","2018-03-04 14:44:24",3196,"Riverview Park",40.7443187,-74.0439909,3184,"Paulus Hook",40.7141454,-74.0335519,26214,"Annual Membership","Subscriber",1977,1
172,"2018-03-04 14:29:58","2018-03-04 14:32:51",3638,"Washington St",40.7242941,-74.0354826,3199,"Newport Pkwy",40.7287448,-74.0321082,26318,"Annual Membership","Subscriber",1975,2
487,"2018-03-04 14:35:41","2018-03-04 14:43:49",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3192,"Liberty Light Rail",40.7112423,-74.0557013,29598,"Annual Membership from Citi Bike App","Subscriber",1990,2
2491,"2018-03-04 14:36:03","2018-03-04 15:17:34",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,31683,"Annual Membership","Subscriber",1991,1
161,"2018-03-04 14:38:42","2018-03-04 14:41:23",3202,"Newport PATH",40.7272235,-74.0337589,3638,"Washington St",40.7242941,-74.0354826,31772,"Annual Membership","Subscriber",1993,2
276,"2018-03-04 14:39:48","2018-03-04 14:44:24",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,31753,"Annual Membership","Subscriber",1972,1
458,"2018-03-04 14:41:11","2018-03-04 14:48:49",3206,"Hilltop",40.7311689,-74.0575736,3211,"Newark Ave",40.72152515,-74.046304543,31925,"Annual Membership","Subscriber",1977,2
124,"2018-03-04 14:42:13","2018-03-04 14:44:17",3185,"City Hall",40.7177325,-74.043845,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31847,"Annual Membership","Subscriber",1991,1
151,"2018-03-04 14:43:23","2018-03-04 14:45:55",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3213,"Van Vorst Park",40.71848892,-74.047726625,31766,"Annual Membership from Citi Bike App","Subscriber",1988,1
387,"2018-03-04 14:44:41","2018-03-04 14:51:08",3639,"Harborside",40.7192517,-74.034234,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31918,"Annual Membership","Subscriber",1984,1
257,"2018-03-04 14:46:20","2018-03-04 14:50:37",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3220,"5 Corners Library",40.734961020009514,-74.0595030784607,26211,"Annual Membership","Subscriber",1981,1
810,"2018-03-04 14:47:39","2018-03-04 15:01:10",3207,"Oakland Ave",40.7376037,-74.0524783,3183,"Exchange Place",40.7162469,-74.0334588,29587,"Annual Membership from Citi Bike App","Subscriber",1993,1
2308,"2018-03-04 14:53:40","2018-03-04 15:32:09",3203,"Hamilton Park",40.727595966,-74.044247311,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,31732,"Annual Membership","Subscriber",1971,2
497,"2018-03-04 14:55:21","2018-03-04 15:03:38",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,26297,"Annual Membership from Citi Bike App","Subscriber",1990,1
619,"2018-03-04 15:00:20","2018-03-04 15:10:39",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31716,"Annual Membership","Subscriber",1977,1
1000,"2018-03-04 15:01:25","2018-03-04 15:18:06",3190,"Garfield Ave Station",40.7104670233797,-74.07003879547119,3183,"Exchange Place",40.7162469,-74.0334588,31675,"$25 Off Annual Membership","Subscriber",1986,1
145,"2018-03-04 15:02:03","2018-03-04 15:04:29",3209,"Brunswick St",40.7241765,-74.0506564,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,26219,"Annual Membership","Subscriber",1990,1
144,"2018-03-04 15:06:35","2018-03-04 15:08:59",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,31836,"Annual Membership","Subscriber",1977,1
461,"2018-03-04 15:08:11","2018-03-04 15:15:53",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29579,"Annual Membership","Subscriber",1979,1
156,"2018-03-04 15:08:33","2018-03-04 15:11:10",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3203,"Hamilton Park",40.727595966,-74.044247311,29494,"Annual Membership","Subscriber",1982,1
525,"2018-03-04 15:10:33","2018-03-04 15:19:19",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3194,"McGinley Square",40.7253399253558,-74.06762212514877,31680,"Join Citi Bike for $14.95/month","Subscriber",1985,1
1904,"2018-03-04 15:11:55","2018-03-04 15:43:39",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3203,"Hamilton Park",40.727595966,-74.044247311,26192,"Annual Membership","Subscriber",1957,1
914,"2018-03-04 15:13:27","2018-03-04 15:28:41",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3202,"Newport PATH",40.7272235,-74.0337589,26194,"Annual Membership - Save 15%","Subscriber",1987,1
915,"2018-03-04 15:13:32","2018-03-04 15:28:47",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3202,"Newport PATH",40.7272235,-74.0337589,31847,"Annual Membership - Save 15%","Subscriber",1989,2
2674,"2018-03-04 15:15:05","2018-03-04 15:59:40",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3209,"Brunswick St",40.7241765,-74.0506564,31867,"Annual Membership from Citi Bike App","Subscriber",1975,1
150,"2018-03-04 15:15:58","2018-03-04 15:18:29",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3209,"Brunswick St",40.7241765,-74.0506564,26219,"Annual Membership","Subscriber",1990,1
286,"2018-03-04 15:20:02","2018-03-04 15:24:48",3202,"Newport PATH",40.7272235,-74.0337589,3639,"Harborside",40.7192517,-74.034234,29540,"Annual Membership","Subscriber",1987,1
1100,"2018-03-04 15:25:15","2018-03-04 15:43:36",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3203,"Hamilton Park",40.727595966,-74.044247311,26173,"Annual Membership","Subscriber",1956,1
578,"2018-03-04 15:27:20","2018-03-04 15:36:59",3210,"Pershing Field",40.742677141,-74.051788633,3185,"City Hall",40.7177325,-74.043845,29231,"Annual Membership","Subscriber",1990,1
693,"2018-03-04 15:28:28","2018-03-04 15:40:02",3192,"Liberty Light Rail",40.7112423,-74.0557013,3183,"Exchange Place",40.7162469,-74.0334588,29617,"Join Citi Bike for $14.95/month","Subscriber",1965,1
353,"2018-03-04 15:29:29","2018-03-04 15:35:23",3203,"Hamilton Park",40.727595966,-74.044247311,3185,"City Hall",40.7177325,-74.043845,31828,"Annual Membership","Subscriber",1982,1
229,"2018-03-04 15:34:20","2018-03-04 15:38:10",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26237,"Annual Membership","Subscriber",1981,2
218,"2018-03-04 15:36:51","2018-03-04 15:40:30",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,31911,"$25 Off Annual Membership","Subscriber",1981,2
1120,"2018-03-04 15:36:58","2018-03-04 15:55:39",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,29201,"FREE Bonus Month with Annual Membership","Subscriber",1988,2
356,"2018-03-04 15:40:36","2018-03-04 15:46:33",3212,"Christ Hospital",40.734785818,-74.050443636,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29211,"Annual Membership from Citi Bike App","Subscriber",1995,1
590,"2018-03-04 15:41:31","2018-03-04 15:51:21",3213,"Van Vorst Park",40.71848892,-74.047726625,3203,"Hamilton Park",40.727595966,-74.044247311,31766,"Annual Membership","Subscriber",1971,2
134,"2018-03-04 15:47:39","2018-03-04 15:49:53",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3203,"Hamilton Park",40.727595966,-74.044247311,31907,"$25 Off Annual Membership","Subscriber",1988,1
182,"2018-03-04 15:48:31","2018-03-04 15:51:34",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3638,"Washington St",40.7242941,-74.0354826,29591,"Join Citi Bike for $14.95/month","Subscriber",1978,1
384,"2018-03-04 15:51:21","2018-03-04 15:57:46",3199,"Newport Pkwy",40.7287448,-74.0321082,3183,"Exchange Place",40.7162469,-74.0334588,26318,"Annual Membership","Subscriber",1963,1
165,"2018-03-04 15:52:10","2018-03-04 15:54:56",3203,"Hamilton Park",40.727595966,-74.044247311,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,29608,"Annual Membership","Subscriber",1956,1
317,"2018-03-04 15:53:06","2018-03-04 15:58:23",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3214,"Essex Light Rail",40.7127742,-74.0364857,31840,"Annual Membership","Subscriber",1958,1
293,"2018-03-04 15:57:56","2018-03-04 16:02:49",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3203,"Hamilton Park",40.727595966,-74.044247311,29579,"Annual Membership","Subscriber",1978,2
132,"2018-03-04 16:01:25","2018-03-04 16:03:37",3185,"City Hall",40.7177325,-74.043845,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29231,"Annual Membership","Subscriber",1957,1
4529,"2018-03-04 16:02:25","2018-03-04 17:17:54",3185,"City Hall",40.7177325,-74.043845,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,31828,"Annual Membership","Subscriber",1982,1
158,"2018-03-04 16:04:55","2018-03-04 16:07:33",3639,"Harborside",40.7192517,-74.034234,3187,"Warren St",40.7211236,-74.03805095,31914,"$25 Off Annual Membership","Subscriber",1982,1
213,"2018-03-04 16:08:42","2018-03-04 16:12:15",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3203,"Hamilton Park",40.727595966,-74.044247311,26209,"Annual Membership","Subscriber",1956,1
206,"2018-03-04 16:09:42","2018-03-04 16:13:08",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31683,"Annual Membership","Subscriber",1965,1
659,"2018-03-04 16:16:01","2018-03-04 16:27:00",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3210,"Pershing Field",40.742677141,-74.051788633,29211,"Annual Membership","Subscriber",1950,1
260,"2018-03-04 16:16:41","2018-03-04 16:21:01",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31753,"Annual Membership","Subscriber",1982,2
2621,"2018-03-04 16:17:23","2018-03-04 17:01:05",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,26173,"24 Hour","Customer",NULL,0
2616,"2018-03-04 16:17:29","2018-03-04 17:01:05",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,31926,"Annual Membership","Subscriber",1985,2
363,"2018-03-04 16:20:45","2018-03-04 16:26:48",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29242,"FREE Bonus Month with Annual Membership","Subscriber",1988,2
890,"2018-03-04 16:27:28","2018-03-04 16:42:18",3203,"Hamilton Park",40.727595966,-74.044247311,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26209,"Annual Membership","Subscriber",1956,1
855,"2018-03-04 16:27:57","2018-03-04 16:42:12",3203,"Hamilton Park",40.727595966,-74.044247311,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31946,"Annual Membership","Subscriber",1957,1
392,"2018-03-04 16:28:42","2018-03-04 16:35:15",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29235,"$25 Off Annual Membership","Subscriber",1990,2
284,"2018-03-04 16:33:23","2018-03-04 16:38:07",3481,"York St",40.71649,-74.04105,3183,"Exchange Place",40.7162469,-74.0334588,29628,"Join Citi Bike for $14.95/month","Subscriber",1968,2
412,"2018-03-04 16:36:23","2018-03-04 16:43:16",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3185,"City Hall",40.7177325,-74.043845,31694,"Annual Membership","Subscriber",1984,1
97,"2018-03-04 16:38:05","2018-03-04 16:39:43",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,31836,"Annual Membership","Subscriber",1980,0
276,"2018-03-04 16:38:38","2018-03-04 16:43:15",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,29235,"Annual Membership","Subscriber",1983,2
206,"2018-03-04 16:39:02","2018-03-04 16:42:29",3185,"City Hall",40.7177325,-74.043845,3187,"Warren St",40.7211236,-74.03805095,26155,"$25 Off Annual Membership","Subscriber",1994,1
350,"2018-03-04 16:39:23","2018-03-04 16:45:14",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3206,"Hilltop",40.7311689,-74.0575736,29653,"Annual Membership","Subscriber",1983,1
589,"2018-03-04 16:39:24","2018-03-04 16:49:13",3213,"Van Vorst Park",40.71848892,-74.047726625,3199,"Newport Pkwy",40.7287448,-74.0321082,31747,"Annual Membership","Subscriber",1986,1
92,"2018-03-04 16:43:23","2018-03-04 16:44:56",3211,"Newark Ave",40.72152515,-74.046304543,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,29465,"Annual Membership","Subscriber",1980,0
223,"2018-03-04 16:44:16","2018-03-04 16:47:59",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3203,"Hamilton Park",40.727595966,-74.044247311,31683,"Join Citi Bike for $14.95/month","Subscriber",1987,1
288,"2018-03-04 16:44:24","2018-03-04 16:49:12",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31753,"Annual Membership","Subscriber",1984,1
218,"2018-03-04 16:47:47","2018-03-04 16:51:25",3211,"Newark Ave",40.72152515,-74.046304543,3213,"Van Vorst Park",40.71848892,-74.047726625,29654,"Annual Membership","Subscriber",1980,0
313,"2018-03-04 16:52:57","2018-03-04 16:58:11",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3185,"City Hall",40.7177325,-74.043845,31946,"$25 Off Annual Membership","Subscriber",NULL,0
398,"2018-03-04 16:53:11","2018-03-04 16:59:49",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3212,"Christ Hospital",40.734785818,-74.050443636,29593,"Annual Membership from Citi Bike App","Subscriber",1995,1
335,"2018-03-04 16:58:31","2018-03-04 17:04:06",3185,"City Hall",40.7177325,-74.043845,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31694,"Annual Membership","Subscriber",1980,0
235,"2018-03-04 17:02:09","2018-03-04 17:06:04",3481,"York St",40.71649,-74.04105,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31873,"Join Citi Bike for $14.95/month","Subscriber",1968,2
226,"2018-03-04 17:02:14","2018-03-04 17:06:01",3639,"Harborside",40.7192517,-74.034234,3184,"Paulus Hook",40.7141454,-74.0335519,29434,"Annual Membership","Subscriber",1986,1
1602,"2018-03-04 17:04:50","2018-03-04 17:31:33",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,31710,"Annual Membership","Subscriber",1973,1
679,"2018-03-04 17:09:28","2018-03-04 17:20:47",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31713,"Annual Membership","Subscriber",1963,1
95,"2018-03-04 17:15:12","2018-03-04 17:16:48",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3211,"Newark Ave",40.72152515,-74.046304543,26217,"Annual Membership","Subscriber",1977,1
256,"2018-03-04 17:16:44","2018-03-04 17:21:00",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26159,"$25 Off Annual Membership","Subscriber",1980,1
225,"2018-03-04 17:16:53","2018-03-04 17:20:39",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,31694,"Annual Membership","Subscriber",1980,0
412,"2018-03-04 17:18:45","2018-03-04 17:25:37",3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,3640,"Journal Square",40.73367,-74.0625,26301,"Join Citi Bike for $14.95/month","Subscriber",1978,1
809,"2018-03-04 17:19:06","2018-03-04 17:32:35",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3203,"Hamilton Park",40.727595966,-74.044247311,29235,"Annual Membership","Subscriber",1980,1
708,"2018-03-04 17:19:12","2018-03-04 17:31:01",3199,"Newport Pkwy",40.7287448,-74.0321082,3185,"City Hall",40.7177325,-74.043845,26284,"Annual Membership","Subscriber",1983,2
704,"2018-03-04 17:19:15","2018-03-04 17:30:59",3199,"Newport Pkwy",40.7287448,-74.0321082,3185,"City Hall",40.7177325,-74.043845,29641,"Annual Membership","Subscriber",1984,1
182,"2018-03-04 17:19:49","2018-03-04 17:22:52",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3203,"Hamilton Park",40.727595966,-74.044247311,29608,"$25 Off Annual Membership","Subscriber",1981,2
253,"2018-03-04 17:20:38","2018-03-04 17:24:52",3183,"Exchange Place",40.7162469,-74.0334588,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,26318,"$25 Off Annual Membership","Subscriber",1993,1
401,"2018-03-04 17:21:53","2018-03-04 17:28:34",3213,"Van Vorst Park",40.71848892,-74.047726625,3203,"Hamilton Park",40.727595966,-74.044247311,31845,"Annual Membership","Subscriber",1979,1
168,"2018-03-04 17:23:02","2018-03-04 17:25:50",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3203,"Hamilton Park",40.727595966,-74.044247311,31828,"Annual Membership","Subscriber",1982,1
272,"2018-03-04 17:23:09","2018-03-04 17:27:42",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31918,"Join Citi Bike for $14.95/month","Subscriber",1968,2
189,"2018-03-04 17:24:53","2018-03-04 17:28:02",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,31722,"Annual Membership","Subscriber",1987,1
151,"2018-03-04 17:25:47","2018-03-04 17:28:19",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,29465,"Annual Membership from Citi Bike App","Subscriber",1992,1
1290,"2018-03-04 17:26:17","2018-03-04 17:47:48",3185,"City Hall",40.7177325,-74.043845,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29208,"Annual Membership","Subscriber",1976,1
589,"2018-03-04 17:31:10","2018-03-04 17:40:59",3206,"Hilltop",40.7311689,-74.0575736,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,26296,"Annual Membership","Subscriber",1998,1
