"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","name_localizedValue0","usertype","birth year","gender"
174,"2018-02-08 08:06:55","2018-02-08 08:09:49",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26310,"Annual Membership","Subscriber",1970,1
989,"2018-02-08 08:07:05","2018-02-08 08:23:35",3210,"Pershing Field",40.742677141,-74.051788633,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31772,"Annual Membership","Subscriber",1954,1
186,"2018-02-08 08:07:12","2018-02-08 08:10:18",3481,"York St",40.71649,-74.04105,3184,"Paulus Hook",40.7141454,-74.0335519,31954,"Annual Membership","Subscriber",1995,1
227,"2018-02-08 08:07:20","2018-02-08 08:11:07",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29600,"Annual Membership","Subscriber",1981,2
183,"2018-02-08 08:07:52","2018-02-08 08:10:55",3481,"York St",40.71649,-74.04105,3213,"Van Vorst Park",40.71848892,-74.047726625,31873,"Annual Membership","Subscriber",1986,1
377,"2018-02-08 08:08:38","2018-02-08 08:14:55",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,31833,"Annual Membership","Subscriber",1968,1
327,"2018-02-08 08:08:51","2018-02-08 08:14:19",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29672,"Annual Membership","Subscriber",1980,1
217,"2018-02-08 08:09:46","2018-02-08 08:13:23",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31911,"Annual Membership","Subscriber",1955,1
275,"2018-02-08 08:09:53","2018-02-08 08:14:28",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3211,"Newark Ave",40.72152515,-74.046304543,29626,"Annual Membership","Subscriber",1959,2
241,"2018-02-08 08:10:43","2018-02-08 08:14:45",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31765,"Annual Membership","Subscriber",1989,2
310,"2018-02-08 08:10:43","2018-02-08 08:15:54",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31732,"Annual Membership","Subscriber",1985,1
307,"2018-02-08 08:10:51","2018-02-08 08:15:59",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31739,"Annual Membership","Subscriber",1986,2
238,"2018-02-08 08:12:27","2018-02-08 08:16:26",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31691,"Annual Membership","Subscriber",1971,1
226,"2018-02-08 08:12:50","2018-02-08 08:16:36",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29621,"Annual Membership","Subscriber",1973,1
314,"2018-02-08 08:13:09","2018-02-08 08:18:23",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3184,"Paulus Hook",40.7141454,-74.0335519,31799,"Annual Membership","Subscriber",1984,1
269,"2018-02-08 08:14:31","2018-02-08 08:19:01",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29604,"Annual Membership","Subscriber",1970,1
305,"2018-02-08 08:15:51","2018-02-08 08:20:56",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31725,"Annual Membership from Citi Bike App","Subscriber",1981,2
298,"2018-02-08 08:16:06","2018-02-08 08:21:04",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3184,"Paulus Hook",40.7141454,-74.0335519,29622,"Annual Membership","Subscriber",1989,1
447,"2018-02-08 08:16:14","2018-02-08 08:23:42",3207,"Oakland Ave",40.7376037,-74.0524783,3640,"Journal Square",40.73367,-74.0625,31828,"FREE Bonus Month with Annual Membership","Subscriber",1985,0
376,"2018-02-08 08:16:27","2018-02-08 08:22:44",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3183,"Exchange Place",40.7162469,-74.0334588,31728,"Join Citi Bike for $14.95/month","Subscriber",1980,1
442,"2018-02-08 08:18:11","2018-02-08 08:25:33",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31940,"Annual Membership","Subscriber",1958,1
233,"2018-02-08 08:18:42","2018-02-08 08:22:35",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26251,"Join Citi Bike for $14.95/month","Subscriber",1992,2
225,"2018-02-08 08:18:45","2018-02-08 08:22:30",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26280,"FREE Bonus Month with Annual Membership","Subscriber",1987,1
234,"2018-02-08 08:19:10","2018-02-08 08:23:05",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31808,"Annual Membership","Subscriber",1959,1
286,"2018-02-08 08:19:12","2018-02-08 08:23:59",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31688,"Annual Membership","Subscriber",1971,1
298,"2018-02-08 08:19:16","2018-02-08 08:24:14",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,26198,"Annual Membership","Subscriber",1980,1
207,"2018-02-08 08:20:01","2018-02-08 08:23:28",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29616,"Annual Membership","Subscriber",1994,1
260,"2018-02-08 08:21:29","2018-02-08 08:25:50",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31694,"Annual Membership","Subscriber",1989,1
269,"2018-02-08 08:21:47","2018-02-08 08:26:17",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,26197,"Annual Membership","Subscriber",1976,1
216,"2018-02-08 08:22:14","2018-02-08 08:25:50",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31701,"Join Citi Bike for $14.95/month","Subscriber",1985,1
257,"2018-02-08 08:23:23","2018-02-08 08:27:41",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31742,"Annual Membership","Subscriber",1975,1
238,"2018-02-08 08:23:44","2018-02-08 08:27:42",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26239,"Annual Membership from Citi Bike App","Subscriber",1983,1
384,"2018-02-08 08:24:07","2018-02-08 08:30:32",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26252,"$25 Off Annual Membership","Subscriber",1989,1
832,"2018-02-08 08:24:43","2018-02-08 08:38:35",3196,"Riverview Park",40.7443187,-74.0439909,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26175,"Annual Membership","Subscriber",1987,1
287,"2018-02-08 08:25:06","2018-02-08 08:29:53",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29654,"Join Citi Bike for $14.95/month","Subscriber",1988,2
243,"2018-02-08 08:25:13","2018-02-08 08:29:17",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31744,"$25 Off Annual Membership","Subscriber",1986,1
223,"2018-02-08 08:25:46","2018-02-08 08:29:29",3185,"City Hall",40.7177325,-74.043845,3211,"Newark Ave",40.72152515,-74.046304543,29583,"Annual Membership from Citi Bike App","Subscriber",1984,1
349,"2018-02-08 08:26:45","2018-02-08 08:32:35",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31717,"FREE Bonus Month with Annual Membership","Subscriber",1979,1
704,"2018-02-08 08:26:51","2018-02-08 08:38:36",3190,"Garfield Ave Station",40.7104670233797,-74.07003879547119,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31926,"Join Citi Bike for $14.95/month","Subscriber",1987,1
286,"2018-02-08 08:27:01","2018-02-08 08:31:48",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29587,"Annual Membership","Subscriber",1974,1
281,"2018-02-08 08:28:58","2018-02-08 08:33:39",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31868,"Annual Membership","Subscriber",1981,1
430,"2018-02-08 08:29:02","2018-02-08 08:36:13",3213,"Van Vorst Park",40.71848892,-74.047726625,3184,"Paulus Hook",40.7141454,-74.0335519,31873,"Annual Membership","Subscriber",1964,2
184,"2018-02-08 08:29:18","2018-02-08 08:32:22",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31697,"$25 Off Annual Membership","Subscriber",1990,2
716,"2018-02-08 08:29:18","2018-02-08 08:41:15",3207,"Oakland Ave",40.7376037,-74.0524783,3202,"Newport PATH",40.7272235,-74.0337589,29681,"Annual Membership from Citi Bike App","Subscriber",1993,1
225,"2018-02-08 08:31:16","2018-02-08 08:35:02",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3183,"Exchange Place",40.7162469,-74.0334588,29598,"Join Citi Bike for $14.95/month","Subscriber",1976,1
203,"2018-02-08 08:31:31","2018-02-08 08:34:54",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31706,"Annual Membership","Subscriber",1986,1
505,"2018-02-08 08:33:21","2018-02-08 08:41:46",3192,"Liberty Light Rail",40.7112423,-74.0557013,3185,"City Hall",40.7177325,-74.043845,26190,"Annual Membership","Subscriber",1990,1
341,"2018-02-08 08:33:45","2018-02-08 08:39:26",3213,"Van Vorst Park",40.71848892,-74.047726625,3183,"Exchange Place",40.7162469,-74.0334588,26181,"Annual Membership","Subscriber",1986,1
293,"2018-02-08 08:34:19","2018-02-08 08:39:13",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31843,"Annual Membership","Subscriber",1979,1
88,"2018-02-08 08:35:45","2018-02-08 08:37:14",3211,"Newark Ave",40.72152515,-74.046304543,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29583,"Annual Membership","Subscriber",1972,1
368,"2018-02-08 08:36:00","2018-02-08 08:42:08",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26168,"Annual Membership from Citi Bike App","Subscriber",1957,1
1024,"2018-02-08 08:36:31","2018-02-08 08:53:36",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29620,"$25 Off Annual Membership","Subscriber",1982,2
507,"2018-02-08 08:37:13","2018-02-08 08:45:40",3640,"Journal Square",40.73367,-74.0625,3212,"Christ Hospital",40.734785818,-74.050443636,31678,"NYCHA Membership (Renewal)","Subscriber",1981,1
101,"2018-02-08 08:37:19","2018-02-08 08:39:00",3211,"Newark Ave",40.72152515,-74.046304543,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29626,"Annual Membership","Subscriber",1986,1
245,"2018-02-08 08:37:44","2018-02-08 08:41:49",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31890,"Annual Membership","Subscriber",1984,1
168,"2018-02-08 08:37:46","2018-02-08 08:40:34",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26210,"Annual Membership","Subscriber",1959,2
261,"2018-02-08 08:38:15","2018-02-08 08:42:37",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3184,"Paulus Hook",40.7141454,-74.0335519,31709,"Annual Membership","Subscriber",1980,1
315,"2018-02-08 08:38:22","2018-02-08 08:43:38",3209,"Brunswick St",40.7241765,-74.0506564,3185,"City Hall",40.7177325,-74.043845,31802,"Annual Membership","Subscriber",1988,1
267,"2018-02-08 08:38:34","2018-02-08 08:43:02",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,19802,"Annual Membership","Subscriber",1977,2
254,"2018-02-08 08:38:36","2018-02-08 08:42:51",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3183,"Exchange Place",40.7162469,-74.0334588,31722,"$25 Off Annual Membership","Subscriber",1986,1
323,"2018-02-08 08:38:54","2018-02-08 08:44:18",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31842,"Annual Membership","Subscriber",1984,1
75,"2018-02-08 08:39:08","2018-02-08 08:40:24",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29598,"Annual Membership","Subscriber",1975,1
271,"2018-02-08 08:40:33","2018-02-08 08:45:04",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31742,"CDCU","Subscriber",1978,1
369,"2018-02-08 08:40:34","2018-02-08 08:46:43",3203,"Hamilton Park",40.727595966,-74.044247311,3639,"Harborside",40.7192517,-74.034234,26239,"Annual Membership","Subscriber",1954,1
258,"2018-02-08 08:41:11","2018-02-08 08:45:29",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26310,"Annual Membership","Subscriber",1976,1
230,"2018-02-08 08:41:25","2018-02-08 08:45:15",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26160,"Annual Membership","Subscriber",1960,1
292,"2018-02-08 08:42:46","2018-02-08 08:47:39",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31912,"Annual Membership","Subscriber",1976,1
221,"2018-02-08 08:42:46","2018-02-08 08:46:27",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26217,"Annual Membership","Subscriber",1977,1
225,"2018-02-08 08:43:29","2018-02-08 08:47:15",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,31779,"Annual Membership from Citi Bike App","Subscriber",1992,1
1379,"2018-02-08 08:44:09","2018-02-08 09:07:08",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,29602,"Annual Membership","Subscriber",1971,2
164,"2018-02-08 08:44:32","2018-02-08 08:47:17",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,31832,"Annual Membership","Subscriber",1980,1
236,"2018-02-08 08:46:46","2018-02-08 08:50:43",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31684,"Annual Membership","Subscriber",1986,2
244,"2018-02-08 08:47:17","2018-02-08 08:51:22",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26223,"Annual Membership","Subscriber",1974,1
261,"2018-02-08 08:47:17","2018-02-08 08:51:39",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31849,"Annual Membership","Subscriber",1978,1
476,"2018-02-08 08:47:35","2018-02-08 08:55:31",3210,"Pershing Field",40.742677141,-74.051788633,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31933,"$25 Off Annual Membership","Subscriber",1985,1
339,"2018-02-08 08:47:42","2018-02-08 08:53:21",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31940,"Annual Membership","Subscriber",1978,2
288,"2018-02-08 08:47:55","2018-02-08 08:52:43",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26251,"$25 Off Annual Membership","Subscriber",1985,1
247,"2018-02-08 08:48:17","2018-02-08 08:52:24",3203,"Hamilton Park",40.727595966,-74.044247311,3199,"Newport Pkwy",40.7287448,-74.0321082,29617,"Annual Membership","Subscriber",1976,1
270,"2018-02-08 08:48:42","2018-02-08 08:53:13",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31808,"Annual Membership from Citi Bike App","Subscriber",1978,1
160,"2018-02-08 08:48:50","2018-02-08 08:51:30",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,31927,"Annual Membership","Subscriber",1986,1
226,"2018-02-08 08:49:14","2018-02-08 08:53:01",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31688,"Annual Membership","Subscriber",1982,2
175,"2018-02-08 08:49:53","2018-02-08 08:52:48",3199,"Newport Pkwy",40.7287448,-74.0321082,3638,"Washington St",40.7242941,-74.0354826,29641,"Annual Membership","Subscriber",1975,2
293,"2018-02-08 08:50:09","2018-02-08 08:55:02",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3183,"Exchange Place",40.7162469,-74.0334588,31691,"Annual Membership","Subscriber",1970,1
351,"2018-02-08 08:51:09","2018-02-08 08:57:00",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,26297,"Annual Membership","Subscriber",1990,1
322,"2018-02-08 08:52:13","2018-02-08 08:57:36",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,26280,"Annual Membership","Subscriber",1986,1
1326,"2018-02-08 08:53:34","2018-02-08 09:15:41",3210,"Pershing Field",40.742677141,-74.051788633,3183,"Exchange Place",40.7162469,-74.0334588,31817,"Join Citi Bike for $14.95/month","Subscriber",1976,1
629,"2018-02-08 08:55:16","2018-02-08 09:05:45",3209,"Brunswick St",40.7241765,-74.0506564,3184,"Paulus Hook",40.7141454,-74.0335519,31861,"Annual Membership","Subscriber",1994,1
99,"2018-02-08 08:55:32","2018-02-08 08:57:12",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,29617,"$25 Off Annual Membership","Subscriber",1990,1
295,"2018-02-08 08:55:43","2018-02-08 09:00:39",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29662,"$25 Off Annual Membership","Subscriber",1989,1
370,"2018-02-08 08:56:45","2018-02-08 09:02:55",3203,"Hamilton Park",40.727595966,-74.044247311,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,31739,"Annual Membership","Subscriber",1966,1
131,"2018-02-08 08:56:52","2018-02-08 08:59:04",3213,"Van Vorst Park",40.71848892,-74.047726625,3185,"City Hall",40.7177325,-74.043845,26172,"Annual Membership","Subscriber",1986,1
201,"2018-02-08 08:57:07","2018-02-08 09:00:29",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,31870,"Annual Membership","Subscriber",1987,1
298,"2018-02-08 08:57:21","2018-02-08 09:02:19",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29600,"Annual Membership","Subscriber",1982,2
665,"2018-02-08 08:58:13","2018-02-08 09:09:18",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3183,"Exchange Place",40.7162469,-74.0334588,31847,"Annual Membership - Save 15%","Subscriber",1994,1
90,"2018-02-08 08:59:11","2018-02-08 09:00:42",3639,"Harborside",40.7192517,-74.034234,3183,"Exchange Place",40.7162469,-74.0334588,31743,"FREE Bonus Month with Annual Membership","Subscriber",1989,1
284,"2018-02-08 09:00:36","2018-02-08 09:05:20",3185,"City Hall",40.7177325,-74.043845,3183,"Exchange Place",40.7162469,-74.0334588,31802,"Annual Membership","Subscriber",1986,1
240,"2018-02-08 09:03:18","2018-02-08 09:07:19",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,31747,"Annual Membership from Citi Bike App","Subscriber",1988,1
393,"2018-02-08 09:05:10","2018-02-08 09:11:44",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29591,"Annual Membership","Subscriber",1987,1
405,"2018-02-08 09:10:07","2018-02-08 09:16:53",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3183,"Exchange Place",40.7162469,-74.0334588,29669,"Annual Membership from Citi Bike App","Subscriber",1988,1
375,"2018-02-08 09:12:33","2018-02-08 09:18:48",3639,"Harborside",40.7192517,-74.034234,3202,"Newport PATH",40.7272235,-74.0337589,31907,"Annual Membership","Subscriber",1984,1
211,"2018-02-08 09:15:05","2018-02-08 09:18:36",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29621,"$25 Off Annual Membership","Subscriber",1987,2
128,"2018-02-08 09:16:16","2018-02-08 09:18:24",3638,"Washington St",40.7242941,-74.0354826,3202,"Newport PATH",40.7272235,-74.0337589,26155,"$25 Off Annual Membership","Subscriber",1989,2
318,"2018-02-08 09:16:40","2018-02-08 09:21:58",3207,"Oakland Ave",40.7376037,-74.0524783,3640,"Journal Square",40.73367,-74.0625,31811,"Annual Membership","Subscriber",1983,1
596,"2018-02-08 09:20:12","2018-02-08 09:30:08",3213,"Van Vorst Park",40.71848892,-74.047726625,3185,"City Hall",40.7177325,-74.043845,26263,"Annual Membership","Subscriber",1970,1
244,"2018-02-08 09:20:39","2018-02-08 09:24:43",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31914,"Annual Membership","Subscriber",1979,1
271,"2018-02-08 09:22:18","2018-02-08 09:26:49",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3185,"City Hall",40.7177325,-74.043845,31721,"Annual Membership","Subscriber",1990,2
424,"2018-02-08 09:24:41","2018-02-08 09:31:46",3184,"Paulus Hook",40.7141454,-74.0335519,3638,"Washington St",40.7242941,-74.0354826,31731,"Annual Membership","Subscriber",1958,1
121,"2018-02-08 09:29:44","2018-02-08 09:31:45",3638,"Washington St",40.7242941,-74.0354826,3202,"Newport PATH",40.7272235,-74.0337589,31836,"$25 Off Annual Membership","Subscriber",1982,1
784,"2018-02-08 09:30:13","2018-02-08 09:43:17",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3214,"Essex Light Rail",40.7127742,-74.0364857,29614,"Annual Membership","Subscriber",1968,1
264,"2018-02-08 09:30:50","2018-02-08 09:35:15",3209,"Brunswick St",40.7241765,-74.0506564,3185,"City Hall",40.7177325,-74.043845,31840,"Annual Membership","Subscriber",1980,1
457,"2018-02-08 09:30:58","2018-02-08 09:38:36",3209,"Brunswick St",40.7241765,-74.0506564,3185,"City Hall",40.7177325,-74.043845,31867,"Annual Membership","Subscriber",1964,1
502,"2018-02-08 09:31:33","2018-02-08 09:39:56",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3202,"Newport PATH",40.7272235,-74.0337589,19802,"$25 Off Annual Membership","Subscriber",1978,2
274,"2018-02-08 09:32:23","2018-02-08 09:36:58",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,31725,"Annual Membership","Subscriber",1987,1
231,"2018-02-08 09:33:53","2018-02-08 09:37:45",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3185,"City Hall",40.7177325,-74.043845,31870,"Annual Membership","Subscriber",1977,1
316,"2018-02-08 09:35:59","2018-02-08 09:41:16",3481,"York St",40.71649,-74.04105,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,29629,"Annual Membership","Subscriber",1987,2
287,"2018-02-08 09:36:26","2018-02-08 09:41:13",3202,"Newport PATH",40.7272235,-74.0337589,3639,"Harborside",40.7192517,-74.034234,31822,"JCHA Annual Membership $5/month","Subscriber",1990,1
230,"2018-02-08 09:39:26","2018-02-08 09:43:17",3639,"Harborside",40.7192517,-74.034234,3202,"Newport PATH",40.7272235,-74.0337589,26288,"Annual Membership","Subscriber",1989,1
302,"2018-02-08 09:39:30","2018-02-08 09:44:32",3638,"Washington St",40.7242941,-74.0354826,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29641,"Join Citi Bike for $14.95/month","Subscriber",1964,1
404,"2018-02-08 09:39:46","2018-02-08 09:46:31",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,31739,"Annual Membership","Subscriber",1976,1
588,"2018-02-08 09:40:59","2018-02-08 09:50:47",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31918,"$25 Off Annual Membership","Subscriber",1978,1
181,"2018-02-08 09:43:05","2018-02-08 09:46:06",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3211,"Newark Ave",40.72152515,-74.046304543,26297,"Annual Membership","Subscriber",NULL,0
163,"2018-02-08 09:43:13","2018-02-08 09:45:56",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,31684,"$25 Off Annual Membership","Subscriber",1985,1
271,"2018-02-08 09:43:41","2018-02-08 09:48:12",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3185,"City Hall",40.7177325,-74.043845,31680,"NYCHA Membership (Renewal)","Subscriber",1931,2
196,"2018-02-08 09:44:08","2018-02-08 09:47:25",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,26201,"Annual Membership","Subscriber",NULL,0
131,"2018-02-08 09:50:22","2018-02-08 09:52:34",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3211,"Newark Ave",40.72152515,-74.046304543,29641,"Join Citi Bike for $14.95/month","Subscriber",1964,1
206,"2018-02-08 09:50:31","2018-02-08 09:53:57",3211,"Newark Ave",40.72152515,-74.046304543,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,26297,"Annual Membership","Subscriber",NULL,0
464,"2018-02-08 09:53:18","2018-02-08 10:01:02",3213,"Van Vorst Park",40.71848892,-74.047726625,3183,"Exchange Place",40.7162469,-74.0334588,26212,"Annual Membership","Subscriber",1980,1
195,"2018-02-08 09:54:25","2018-02-08 09:57:41",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31747,"Annual Membership","Subscriber",1981,0
146,"2018-02-08 09:56:30","2018-02-08 09:58:56",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,26181,"Annual Membership","Subscriber",1954,2
145,"2018-02-08 10:00:30","2018-02-08 10:02:56",3638,"Washington St",40.7242941,-74.0354826,3199,"Newport Pkwy",40.7287448,-74.0321082,31731,"$25 Off Annual Membership","Subscriber",1981,1
626,"2018-02-08 10:01:24","2018-02-08 10:11:51",3211,"Newark Ave",40.72152515,-74.046304543,3202,"Newport PATH",40.7272235,-74.0337589,29641,"Annual Membership","Subscriber",1986,1
